	S.Agona_03	S.Agona_01	S.Enteritidis_04	S.Agona_02	S.GoldCoast_02	S.Enteritidis_03	S.GoldCoast_03	S.Enteritidis_01	S.GoldCoast_01	S.Enteritidis_02
ada	1e37e42f703f6cda6067d7eff00885c237cdb5b76cd5b31758f902e85a254631	1e37e42f703f6cda6067d7eff00885c237cdb5b76cd5b31758f902e85a254631	6054436904bde3a186bdd6e7ab2c35790240ea6b69d0fa7c38e3f5ccfa057068	1e37e42f703f6cda6067d7eff00885c237cdb5b76cd5b31758f902e85a254631	bbdb6b471e7f404f21071815e6878381db03db1dd83f681a9cd19124c4182516	6054436904bde3a186bdd6e7ab2c35790240ea6b69d0fa7c38e3f5ccfa057068	bbdb6b471e7f404f21071815e6878381db03db1dd83f681a9cd19124c4182516	6054436904bde3a186bdd6e7ab2c35790240ea6b69d0fa7c38e3f5ccfa057068	bcedabcde703aa4bbb3c74eba2a5f310a148803a99b084275d114b11ad9ce077	6054436904bde3a186bdd6e7ab2c35790240ea6b69d0fa7c38e3f5ccfa057068
add	5b329e95017d898a3ca8104043d0bf1b67c851a7ba6816dff634bb749d871193	5b329e95017d898a3ca8104043d0bf1b67c851a7ba6816dff634bb749d871193	8d71e27b3d4528fdb8985f98ca0d91271bc19101421a5c482136f9692c1fe138	5b329e95017d898a3ca8104043d0bf1b67c851a7ba6816dff634bb749d871193	190bbebd205be2a6945079ffe3632ffdc72df16a9d96cfcf23623f2531be5194	8d71e27b3d4528fdb8985f98ca0d91271bc19101421a5c482136f9692c1fe138	190bbebd205be2a6945079ffe3632ffdc72df16a9d96cfcf23623f2531be5194	8d71e27b3d4528fdb8985f98ca0d91271bc19101421a5c482136f9692c1fe138	190bbebd205be2a6945079ffe3632ffdc72df16a9d96cfcf23623f2531be5194	8d71e27b3d4528fdb8985f98ca0d91271bc19101421a5c482136f9692c1fe138
adeP	c85d1680b56535417ee9c9459a57b85931451826ef777fd4b924cb53bf9f57d7	c85d1680b56535417ee9c9459a57b85931451826ef777fd4b924cb53bf9f57d7	b49654ff736fad3248812c51cda8e3a6a87ed3e3551bdd5de96b8078a2ae2569	c85d1680b56535417ee9c9459a57b85931451826ef777fd4b924cb53bf9f57d7	1b98175eda3b2849fcb7b9ae04c254088474e551d7d0f98afd72480338bda8ef	b49654ff736fad3248812c51cda8e3a6a87ed3e3551bdd5de96b8078a2ae2569	1b98175eda3b2849fcb7b9ae04c254088474e551d7d0f98afd72480338bda8ef	b49654ff736fad3248812c51cda8e3a6a87ed3e3551bdd5de96b8078a2ae2569	1b98175eda3b2849fcb7b9ae04c254088474e551d7d0f98afd72480338bda8ef	b49654ff736fad3248812c51cda8e3a6a87ed3e3551bdd5de96b8078a2ae2569
adhE_2	baf4510e13c7a54c636390e7a85013d69420db373399b7a85455a3baae5b8741	baf4510e13c7a54c636390e7a85013d69420db373399b7a85455a3baae5b8741	6b2a1b9783ed31edce17f11136fce011fc6306d64e41acc8bb423706a930d781	baf4510e13c7a54c636390e7a85013d69420db373399b7a85455a3baae5b8741	4b7240cbc52c5bd8bfdec973f9d89c8eb76f9b112b557d413d257c5682efa111	6b2a1b9783ed31edce17f11136fce011fc6306d64e41acc8bb423706a930d781	4b7240cbc52c5bd8bfdec973f9d89c8eb76f9b112b557d413d257c5682efa111	6b2a1b9783ed31edce17f11136fce011fc6306d64e41acc8bb423706a930d781	4b7240cbc52c5bd8bfdec973f9d89c8eb76f9b112b557d413d257c5682efa111	6b2a1b9783ed31edce17f11136fce011fc6306d64e41acc8bb423706a930d781
adhE_3	4cd2edc5875c89c3bd0ae8e6ec42687d4bf3cbb90f389305dd30372baa3e08df	4cd2edc5875c89c3bd0ae8e6ec42687d4bf3cbb90f389305dd30372baa3e08df	238a4932ee1bc8d760f10df12ad1b718de69075ae70030d6d0df1c54e10d8a40	4cd2edc5875c89c3bd0ae8e6ec42687d4bf3cbb90f389305dd30372baa3e08df	2a52cde73b9714c5a941b2e88dd4143669f6680f046552da9bf0450d54d7c55d	238a4932ee1bc8d760f10df12ad1b718de69075ae70030d6d0df1c54e10d8a40	2a52cde73b9714c5a941b2e88dd4143669f6680f046552da9bf0450d54d7c55d	238a4932ee1bc8d760f10df12ad1b718de69075ae70030d6d0df1c54e10d8a40	2a52cde73b9714c5a941b2e88dd4143669f6680f046552da9bf0450d54d7c55d	238a4932ee1bc8d760f10df12ad1b718de69075ae70030d6d0df1c54e10d8a40
adhE_4	ba5d774daa75aaccf62ba25fa2b91d05046fc3f5c60ce6eeeab1fb3c976f7bae	ba5d774daa75aaccf62ba25fa2b91d05046fc3f5c60ce6eeeab1fb3c976f7bae	e548f3d5d1accbf2cbcc02c380565d46f452663116024cbcd3985925eed85c7e	ba5d774daa75aaccf62ba25fa2b91d05046fc3f5c60ce6eeeab1fb3c976f7bae	1fddf1593c6ae638d7c2ef43cb62fbf39fbc31268352982bbc7c875f1c17c874	e548f3d5d1accbf2cbcc02c380565d46f452663116024cbcd3985925eed85c7e	1fddf1593c6ae638d7c2ef43cb62fbf39fbc31268352982bbc7c875f1c17c874	e548f3d5d1accbf2cbcc02c380565d46f452663116024cbcd3985925eed85c7e	1fddf1593c6ae638d7c2ef43cb62fbf39fbc31268352982bbc7c875f1c17c874	e548f3d5d1accbf2cbcc02c380565d46f452663116024cbcd3985925eed85c7e
adhP	2a9b14cb6161ed10458c4b3b0898f897c62cbf6c78c62cef7e3394d1f94e3496	2a9b14cb6161ed10458c4b3b0898f897c62cbf6c78c62cef7e3394d1f94e3496	91bf41929aeb54ea033d07dfc72a90a071b0e5cad696d3b57b506b4654c0c9f3	2a9b14cb6161ed10458c4b3b0898f897c62cbf6c78c62cef7e3394d1f94e3496	2ffe302511bad680add10c8ebd81565741a7e198e890aaa9dc458b5c530edee9	91bf41929aeb54ea033d07dfc72a90a071b0e5cad696d3b57b506b4654c0c9f3	2ffe302511bad680add10c8ebd81565741a7e198e890aaa9dc458b5c530edee9	91bf41929aeb54ea033d07dfc72a90a071b0e5cad696d3b57b506b4654c0c9f3	2ffe302511bad680add10c8ebd81565741a7e198e890aaa9dc458b5c530edee9	91bf41929aeb54ea033d07dfc72a90a071b0e5cad696d3b57b506b4654c0c9f3
adiA	3c0ce8133f3ce0e1acca0fb727f2d78cc50471a5a854eddd1c21b35b4ce71026	3c0ce8133f3ce0e1acca0fb727f2d78cc50471a5a854eddd1c21b35b4ce71026	a65655f9fbf2b1dbd058de12d018cd01e3bccc1e9e6c4eff7218435a5c9e9d62	3c0ce8133f3ce0e1acca0fb727f2d78cc50471a5a854eddd1c21b35b4ce71026	256bbd5675ee7ce38f40bded71b4fe214f4f6cebb10ede68b406e099ef35575a	a65655f9fbf2b1dbd058de12d018cd01e3bccc1e9e6c4eff7218435a5c9e9d62	256bbd5675ee7ce38f40bded71b4fe214f4f6cebb10ede68b406e099ef35575a	a65655f9fbf2b1dbd058de12d018cd01e3bccc1e9e6c4eff7218435a5c9e9d62	256bbd5675ee7ce38f40bded71b4fe214f4f6cebb10ede68b406e099ef35575a	a65655f9fbf2b1dbd058de12d018cd01e3bccc1e9e6c4eff7218435a5c9e9d62
adiC	e1568677bbe5f5bada9ac89ce43bc72fb31678093e75fc706a2d830dce7fa15d	e1568677bbe5f5bada9ac89ce43bc72fb31678093e75fc706a2d830dce7fa15d	a9f2cb2aa2b68bd98f9dc69ee0a644c7ce1ece44048229406fdf43464d321277	e1568677bbe5f5bada9ac89ce43bc72fb31678093e75fc706a2d830dce7fa15d	4cca12534d915c87ea5b47e575caab22c1ea03466f4254fbb061bad373b3f4d9	a9f2cb2aa2b68bd98f9dc69ee0a644c7ce1ece44048229406fdf43464d321277	4cca12534d915c87ea5b47e575caab22c1ea03466f4254fbb061bad373b3f4d9	a9f2cb2aa2b68bd98f9dc69ee0a644c7ce1ece44048229406fdf43464d321277	4cca12534d915c87ea5b47e575caab22c1ea03466f4254fbb061bad373b3f4d9	a9f2cb2aa2b68bd98f9dc69ee0a644c7ce1ece44048229406fdf43464d321277
adk	452fdb9fb637b5243a5f187dc6a2b7db4fe4a852b72cb6688e2890c4dbaaf003	452fdb9fb637b5243a5f187dc6a2b7db4fe4a852b72cb6688e2890c4dbaaf003	9df1c87ee1bd7650625ddc44fcbe6e8c345decf29f1a59e23c7675c8b83e67ee	452fdb9fb637b5243a5f187dc6a2b7db4fe4a852b72cb6688e2890c4dbaaf003	4be645c9dc910da2ecf39ff0c7bc5f8b2e87511b0afd789364d1046cf9b1a124	9df1c87ee1bd7650625ddc44fcbe6e8c345decf29f1a59e23c7675c8b83e67ee	4be645c9dc910da2ecf39ff0c7bc5f8b2e87511b0afd789364d1046cf9b1a124	9df1c87ee1bd7650625ddc44fcbe6e8c345decf29f1a59e23c7675c8b83e67ee	4be645c9dc910da2ecf39ff0c7bc5f8b2e87511b0afd789364d1046cf9b1a124	9df1c87ee1bd7650625ddc44fcbe6e8c345decf29f1a59e23c7675c8b83e67ee
aer	e6d05567b2d2ac3ac71b5b83fd7dc30dac7fef468014b360af165010d7d3db5a	e6d05567b2d2ac3ac71b5b83fd7dc30dac7fef468014b360af165010d7d3db5a	aadc713c09683f5a89c6ad93a50f3879d30697c50463eb47e9a30afcc1fd0f6c	e6d05567b2d2ac3ac71b5b83fd7dc30dac7fef468014b360af165010d7d3db5a	2b70d7540ceb13276cb4ec5c872bc33774b94aff1b7045426b3143557e39b2c6	aadc713c09683f5a89c6ad93a50f3879d30697c50463eb47e9a30afcc1fd0f6c	2b70d7540ceb13276cb4ec5c872bc33774b94aff1b7045426b3143557e39b2c6	a8618f9d3e6dfe2c930df1504d77c9144df8f19e81ee4004fbd79e0d8e4bd133	2b70d7540ceb13276cb4ec5c872bc33774b94aff1b7045426b3143557e39b2c6	aadc713c09683f5a89c6ad93a50f3879d30697c50463eb47e9a30afcc1fd0f6c
aes	2bf0efdfa8a35fb9f55d1528022c01a3fce831e02b0563e91159b4ed7333cde0	2bf0efdfa8a35fb9f55d1528022c01a3fce831e02b0563e91159b4ed7333cde0	50b3c43aabec13361e233957aa4d064c2a730377ea9b5541045661e92d38814f	2bf0efdfa8a35fb9f55d1528022c01a3fce831e02b0563e91159b4ed7333cde0	cdd2cf24b99e8aadd6f17d89fee8965536fdc6cf6a69089811dee793c729f1eb	50b3c43aabec13361e233957aa4d064c2a730377ea9b5541045661e92d38814f	cdd2cf24b99e8aadd6f17d89fee8965536fdc6cf6a69089811dee793c729f1eb	50b3c43aabec13361e233957aa4d064c2a730377ea9b5541045661e92d38814f	cdd2cf24b99e8aadd6f17d89fee8965536fdc6cf6a69089811dee793c729f1eb	50b3c43aabec13361e233957aa4d064c2a730377ea9b5541045661e92d38814f
agaC	89f08f747878b41f598e6cbac23ec19f0a9104668a497dec534010e529a3d2f2	89f08f747878b41f598e6cbac23ec19f0a9104668a497dec534010e529a3d2f2	1b7839d23f53151f378a6d6fabbbedd69c5dfb84c267397c6cb21bcb69bb0b87	89f08f747878b41f598e6cbac23ec19f0a9104668a497dec534010e529a3d2f2	7484758c3e8468c2b63d7a872fe16f35f59f7235a1f1c7712ad200c7dd0ffbd6	1b7839d23f53151f378a6d6fabbbedd69c5dfb84c267397c6cb21bcb69bb0b87	7484758c3e8468c2b63d7a872fe16f35f59f7235a1f1c7712ad200c7dd0ffbd6	1b7839d23f53151f378a6d6fabbbedd69c5dfb84c267397c6cb21bcb69bb0b87	7484758c3e8468c2b63d7a872fe16f35f59f7235a1f1c7712ad200c7dd0ffbd6	1b7839d23f53151f378a6d6fabbbedd69c5dfb84c267397c6cb21bcb69bb0b87
agp	3b567892c47ae66f1ba261ee037c9eadf153f1118edbaab623a3f272c546cfe2	3b567892c47ae66f1ba261ee037c9eadf153f1118edbaab623a3f272c546cfe2		3b567892c47ae66f1ba261ee037c9eadf153f1118edbaab623a3f272c546cfe2	2b58a1f75a22625946423e070fc77cae63c2063419724c5c518629f9a5637f25		2b58a1f75a22625946423e070fc77cae63c2063419724c5c518629f9a5637f25		2b58a1f75a22625946423e070fc77cae63c2063419724c5c518629f9a5637f25	
ahpC_1	7e2ac84af1a411569eb8a8ca4784b6025646cb18e76cb1921792f5d093f08088	7e2ac84af1a411569eb8a8ca4784b6025646cb18e76cb1921792f5d093f08088	020637d8a05b9948cce1d6265b7f90318bf426e93f1b2d4671c8e98815ba7605	7e2ac84af1a411569eb8a8ca4784b6025646cb18e76cb1921792f5d093f08088	6f55a7da8e720d63be4d263776efb832d9d43b4db54e95d95769daecc6b8aa4e	020637d8a05b9948cce1d6265b7f90318bf426e93f1b2d4671c8e98815ba7605	6f55a7da8e720d63be4d263776efb832d9d43b4db54e95d95769daecc6b8aa4e	020637d8a05b9948cce1d6265b7f90318bf426e93f1b2d4671c8e98815ba7605	6f55a7da8e720d63be4d263776efb832d9d43b4db54e95d95769daecc6b8aa4e	020637d8a05b9948cce1d6265b7f90318bf426e93f1b2d4671c8e98815ba7605
ahpC_2	16f5156bfba867ca10a09b32ac137ae132a606ad0de60228c9ff3b193093a14f	16f5156bfba867ca10a09b32ac137ae132a606ad0de60228c9ff3b193093a14f	d3981f27e6bd66aef450f7e388f9cf32b3d1104464d9cf14c3f3081ce507726e	16f5156bfba867ca10a09b32ac137ae132a606ad0de60228c9ff3b193093a14f	fc56e594bca6bc676b358b2730f5c4f42b839ce0a7dde72ebc72c38eb928ada8	d3981f27e6bd66aef450f7e388f9cf32b3d1104464d9cf14c3f3081ce507726e	fc56e594bca6bc676b358b2730f5c4f42b839ce0a7dde72ebc72c38eb928ada8	d3981f27e6bd66aef450f7e388f9cf32b3d1104464d9cf14c3f3081ce507726e	fc56e594bca6bc676b358b2730f5c4f42b839ce0a7dde72ebc72c38eb928ada8	d3981f27e6bd66aef450f7e388f9cf32b3d1104464d9cf14c3f3081ce507726e
ahpD	0c50e60e609eab831f7eb25b400f7917d3af33c071fabc938c9f177eef41e35e	0c50e60e609eab831f7eb25b400f7917d3af33c071fabc938c9f177eef41e35e	e5a978dba35e2b8fb3e10d26641b438cf42d7b832beac63af143ba748ebf526e	0c50e60e609eab831f7eb25b400f7917d3af33c071fabc938c9f177eef41e35e	2fa7cd1d16b41e581e6ff5114cad72977c4239d69e512c30ed922b4e8a7ce56b	e5a978dba35e2b8fb3e10d26641b438cf42d7b832beac63af143ba748ebf526e	2fa7cd1d16b41e581e6ff5114cad72977c4239d69e512c30ed922b4e8a7ce56b	e5a978dba35e2b8fb3e10d26641b438cf42d7b832beac63af143ba748ebf526e	2fa7cd1d16b41e581e6ff5114cad72977c4239d69e512c30ed922b4e8a7ce56b	e5a978dba35e2b8fb3e10d26641b438cf42d7b832beac63af143ba748ebf526e
ahpF	c7a9071d8078671edccea4b3f04876471f8d5b1b08292c9480de86d1e8f7f494	c7a9071d8078671edccea4b3f04876471f8d5b1b08292c9480de86d1e8f7f494	a9656e834b542fa40d871e69d714312f00cd1d5b365317d3b60908ea1defecf2	c7a9071d8078671edccea4b3f04876471f8d5b1b08292c9480de86d1e8f7f494	5cdb5d0e38ead1e5388bd313a3471332d35f8a8046e951c2d366bc2e1d3b2a75	a9656e834b542fa40d871e69d714312f00cd1d5b365317d3b60908ea1defecf2	5cdb5d0e38ead1e5388bd313a3471332d35f8a8046e951c2d366bc2e1d3b2a75	a9656e834b542fa40d871e69d714312f00cd1d5b365317d3b60908ea1defecf2	5cdb5d0e38ead1e5388bd313a3471332d35f8a8046e951c2d366bc2e1d3b2a75	a9656e834b542fa40d871e69d714312f00cd1d5b365317d3b60908ea1defecf2
aidB	7af151dbf9bf8ae977e2fdb39e4e3a84bb990174fab89b2b4e43f3cc303b77e2	7af151dbf9bf8ae977e2fdb39e4e3a84bb990174fab89b2b4e43f3cc303b77e2	e317f3a0cd9a0c31923fe59f1b248b1e022ae505197cae45d37671e3cbdd9389	7af151dbf9bf8ae977e2fdb39e4e3a84bb990174fab89b2b4e43f3cc303b77e2	ff69fab0754e5bea06180ad2757314ab55f7e74c7aa11e71faab6d2c1afdf22c	e317f3a0cd9a0c31923fe59f1b248b1e022ae505197cae45d37671e3cbdd9389	ff69fab0754e5bea06180ad2757314ab55f7e74c7aa11e71faab6d2c1afdf22c	e317f3a0cd9a0c31923fe59f1b248b1e022ae505197cae45d37671e3cbdd9389	ff69fab0754e5bea06180ad2757314ab55f7e74c7aa11e71faab6d2c1afdf22c	e317f3a0cd9a0c31923fe59f1b248b1e022ae505197cae45d37671e3cbdd9389
ail_1	9424a8cc5c061106f31dd03a3cd4e00783a0bd5b4d857c24d14f72a63b6afdd7	9424a8cc5c061106f31dd03a3cd4e00783a0bd5b4d857c24d14f72a63b6afdd7	e33de3711010649765823d22c73266d7ce2d2e5bd8990bd21cf256db29bc4f48	9424a8cc5c061106f31dd03a3cd4e00783a0bd5b4d857c24d14f72a63b6afdd7	640955ae555dc10e9ab0fd6f6c3d187fe5ed7c2f82e850799321080e0adc6ac7	e33de3711010649765823d22c73266d7ce2d2e5bd8990bd21cf256db29bc4f48	640955ae555dc10e9ab0fd6f6c3d187fe5ed7c2f82e850799321080e0adc6ac7	e33de3711010649765823d22c73266d7ce2d2e5bd8990bd21cf256db29bc4f48	640955ae555dc10e9ab0fd6f6c3d187fe5ed7c2f82e850799321080e0adc6ac7	e33de3711010649765823d22c73266d7ce2d2e5bd8990bd21cf256db29bc4f48
ail_2	7ac5980789bce7b5ce6d5b95909181a458a4d1185f9bfc7e93cdd916c7c5a044	7ac5980789bce7b5ce6d5b95909181a458a4d1185f9bfc7e93cdd916c7c5a044	e34dbed282168b2c40c4389e15f00d8432682d5b65156f21e423b0d2b80bc3a0	7ac5980789bce7b5ce6d5b95909181a458a4d1185f9bfc7e93cdd916c7c5a044	1ffc83cc474154c6f89c3f5d39580bf4943d020473461fe766158975741b31a1	e34dbed282168b2c40c4389e15f00d8432682d5b65156f21e423b0d2b80bc3a0	1ffc83cc474154c6f89c3f5d39580bf4943d020473461fe766158975741b31a1	e34dbed282168b2c40c4389e15f00d8432682d5b65156f21e423b0d2b80bc3a0	1ffc83cc474154c6f89c3f5d39580bf4943d020473461fe766158975741b31a1	e34dbed282168b2c40c4389e15f00d8432682d5b65156f21e423b0d2b80bc3a0
ail_3	f38062ca9c5ea66245d0c007d6bb7db317c93a4d3c89f582ade371d46ad8f453	f38062ca9c5ea66245d0c007d6bb7db317c93a4d3c89f582ade371d46ad8f453	8168b22fe756ac6f8a1a132625ddb41903242ceefdf7ebacba121cf07e896c66	f38062ca9c5ea66245d0c007d6bb7db317c93a4d3c89f582ade371d46ad8f453	f8ca080274a5df135b2f3fce1a7d2a06c118347afe995af19972105757db0d24	8168b22fe756ac6f8a1a132625ddb41903242ceefdf7ebacba121cf07e896c66	f8ca080274a5df135b2f3fce1a7d2a06c118347afe995af19972105757db0d24	8168b22fe756ac6f8a1a132625ddb41903242ceefdf7ebacba121cf07e896c66	f8ca080274a5df135b2f3fce1a7d2a06c118347afe995af19972105757db0d24	8168b22fe756ac6f8a1a132625ddb41903242ceefdf7ebacba121cf07e896c66
ais	643f459feac63854d9c8770c4955c38c775c8c1fcba4914f281af272de248662	643f459feac63854d9c8770c4955c38c775c8c1fcba4914f281af272de248662	674b840153b4fe12470cbb5b31506a795ddb194111a184bf460f251ddcb97137	643f459feac63854d9c8770c4955c38c775c8c1fcba4914f281af272de248662	0dbfe0052d8ccfa55113de92ac78afa31b0166bad9c652a770fa2453366e59af	674b840153b4fe12470cbb5b31506a795ddb194111a184bf460f251ddcb97137	0dbfe0052d8ccfa55113de92ac78afa31b0166bad9c652a770fa2453366e59af	674b840153b4fe12470cbb5b31506a795ddb194111a184bf460f251ddcb97137	0dbfe0052d8ccfa55113de92ac78afa31b0166bad9c652a770fa2453366e59af	674b840153b4fe12470cbb5b31506a795ddb194111a184bf460f251ddcb97137
alaA	3a2930cff12e15372ec63babb3b2971cbc8c5d9890f1d577b4ebef53b085a0e0	3a2930cff12e15372ec63babb3b2971cbc8c5d9890f1d577b4ebef53b085a0e0	3f1896cfe316a585fa364d7efbe9254832f7dc629df3b13c2ae93c08ca7b9bd6	6cf78c1de620f9f3830dafaf13966297349bfd05ae44d7a079a2225d23ddc5f1	11bb891633b61c567c4b909649f2d1c491f8b30469ca8de3bacf6b6b0b82013d	3f1896cfe316a585fa364d7efbe9254832f7dc629df3b13c2ae93c08ca7b9bd6	11bb891633b61c567c4b909649f2d1c491f8b30469ca8de3bacf6b6b0b82013d	3f1896cfe316a585fa364d7efbe9254832f7dc629df3b13c2ae93c08ca7b9bd6	11bb891633b61c567c4b909649f2d1c491f8b30469ca8de3bacf6b6b0b82013d	3f1896cfe316a585fa364d7efbe9254832f7dc629df3b13c2ae93c08ca7b9bd6
alaC	6b9db0872d4d859fb1bd8a0073ecf7b79c5943c750b513e9b06e098320ccde42	6b9db0872d4d859fb1bd8a0073ecf7b79c5943c750b513e9b06e098320ccde42	003a8380aef4b86a1798e2fb8649c2d7c343257ca9b37d15eb38d22b48d1916e	6b9db0872d4d859fb1bd8a0073ecf7b79c5943c750b513e9b06e098320ccde42	b5b63d5382831ecf453c83192ef0c72915a28d7b1cf35b6ebf59942f8da25738	003a8380aef4b86a1798e2fb8649c2d7c343257ca9b37d15eb38d22b48d1916e	b5b63d5382831ecf453c83192ef0c72915a28d7b1cf35b6ebf59942f8da25738	003a8380aef4b86a1798e2fb8649c2d7c343257ca9b37d15eb38d22b48d1916e	b5b63d5382831ecf453c83192ef0c72915a28d7b1cf35b6ebf59942f8da25738	003a8380aef4b86a1798e2fb8649c2d7c343257ca9b37d15eb38d22b48d1916e
alaE	82fa85863ec25d8684364d63c2fefb074ea75b578da2e32a9213f91d01e7184a	82fa85863ec25d8684364d63c2fefb074ea75b578da2e32a9213f91d01e7184a	8f436d018aee4aebdd9da976a1885ef5240a5e9fe51c4a36cc6975f1b7951ef3	82fa85863ec25d8684364d63c2fefb074ea75b578da2e32a9213f91d01e7184a	76660b5288edca153c09cf00ed0866fde9830db63efd64dcf92814751c82c4d4	8f436d018aee4aebdd9da976a1885ef5240a5e9fe51c4a36cc6975f1b7951ef3	76660b5288edca153c09cf00ed0866fde9830db63efd64dcf92814751c82c4d4	8f436d018aee4aebdd9da976a1885ef5240a5e9fe51c4a36cc6975f1b7951ef3	76660b5288edca153c09cf00ed0866fde9830db63efd64dcf92814751c82c4d4	8f436d018aee4aebdd9da976a1885ef5240a5e9fe51c4a36cc6975f1b7951ef3
alaS	8f3867fdbe0123f4cea253ddd697ea0cdc52361cb2bebac5cda56122cbb057ff	8f3867fdbe0123f4cea253ddd697ea0cdc52361cb2bebac5cda56122cbb057ff	f9ac2e9e1b0a8ee85995f2d732e54c8cdab276865b94bafc13ccc4bb61f6d682	8f3867fdbe0123f4cea253ddd697ea0cdc52361cb2bebac5cda56122cbb057ff	ff688dfcc436673b131bdf91d539d3d99f13b2e4d67b0908b9f0ebd1e97de99e	f9ac2e9e1b0a8ee85995f2d732e54c8cdab276865b94bafc13ccc4bb61f6d682	ff688dfcc436673b131bdf91d539d3d99f13b2e4d67b0908b9f0ebd1e97de99e	f9ac2e9e1b0a8ee85995f2d732e54c8cdab276865b94bafc13ccc4bb61f6d682	ff688dfcc436673b131bdf91d539d3d99f13b2e4d67b0908b9f0ebd1e97de99e	f9ac2e9e1b0a8ee85995f2d732e54c8cdab276865b94bafc13ccc4bb61f6d682
aldB	3dd22f3b903e4209a8f049932f37c676aea3cdccc841d4f4821caaab2c2b30e3	3dd22f3b903e4209a8f049932f37c676aea3cdccc841d4f4821caaab2c2b30e3	23fc782c921b6b5cdc8bc9bce2343fe83e14ebde6f350fc21a4d549729bd0ecc	3dd22f3b903e4209a8f049932f37c676aea3cdccc841d4f4821caaab2c2b30e3	36722b76c16d6ec94e5cee413bf1cfab72654fd910ad4b0d5f76b2efdf3ad5f7	23fc782c921b6b5cdc8bc9bce2343fe83e14ebde6f350fc21a4d549729bd0ecc	36722b76c16d6ec94e5cee413bf1cfab72654fd910ad4b0d5f76b2efdf3ad5f7	23fc782c921b6b5cdc8bc9bce2343fe83e14ebde6f350fc21a4d549729bd0ecc	36722b76c16d6ec94e5cee413bf1cfab72654fd910ad4b0d5f76b2efdf3ad5f7	23fc782c921b6b5cdc8bc9bce2343fe83e14ebde6f350fc21a4d549729bd0ecc
algC	300d397a952e526d9b8b3271d7641e0ca7350836fd6c30ad6af1028725dba500	300d397a952e526d9b8b3271d7641e0ca7350836fd6c30ad6af1028725dba500	040b1a0ac5d0ed967c05fda483cbd492c5b8c5441d2f30c9573cee6aece80344	300d397a952e526d9b8b3271d7641e0ca7350836fd6c30ad6af1028725dba500	507c4cbc89e1856ddbb15cb90bd86c1813eb6ef0268397350edea0cc7a97e08b	040b1a0ac5d0ed967c05fda483cbd492c5b8c5441d2f30c9573cee6aece80344	507c4cbc89e1856ddbb15cb90bd86c1813eb6ef0268397350edea0cc7a97e08b	040b1a0ac5d0ed967c05fda483cbd492c5b8c5441d2f30c9573cee6aece80344	507c4cbc89e1856ddbb15cb90bd86c1813eb6ef0268397350edea0cc7a97e08b	040b1a0ac5d0ed967c05fda483cbd492c5b8c5441d2f30c9573cee6aece80344
alkA	e05cb1bdfcb8d840537fa3f2818b69a81a15a1f4e694e17386045666072895da	e05cb1bdfcb8d840537fa3f2818b69a81a15a1f4e694e17386045666072895da	518305dbcc49bcf5539e71a43a5d4214907835dd8233665cfb0ebafc4a3dcb0a	e05cb1bdfcb8d840537fa3f2818b69a81a15a1f4e694e17386045666072895da	7e34465eb280d5a82de24355075f1153f200f7a869b0dd1d698e7c3c8ecbccf4	518305dbcc49bcf5539e71a43a5d4214907835dd8233665cfb0ebafc4a3dcb0a	7e34465eb280d5a82de24355075f1153f200f7a869b0dd1d698e7c3c8ecbccf4	518305dbcc49bcf5539e71a43a5d4214907835dd8233665cfb0ebafc4a3dcb0a	7e34465eb280d5a82de24355075f1153f200f7a869b0dd1d698e7c3c8ecbccf4	518305dbcc49bcf5539e71a43a5d4214907835dd8233665cfb0ebafc4a3dcb0a
alkB	68e46cc364959ceb11a310d6620252fb7d3436bf29b1a09461290e906c8d9f3c	68e46cc364959ceb11a310d6620252fb7d3436bf29b1a09461290e906c8d9f3c	c9e71d94aa2bb2fbeef1d093fc64b025fab748236c589770c25835a52d94b8a2	68e46cc364959ceb11a310d6620252fb7d3436bf29b1a09461290e906c8d9f3c	4e31180d43a658da973c1dbeb63cdeeae754d582179a8fbeca4d88194086746a	c9e71d94aa2bb2fbeef1d093fc64b025fab748236c589770c25835a52d94b8a2	4e31180d43a658da973c1dbeb63cdeeae754d582179a8fbeca4d88194086746a	c9e71d94aa2bb2fbeef1d093fc64b025fab748236c589770c25835a52d94b8a2	4e31180d43a658da973c1dbeb63cdeeae754d582179a8fbeca4d88194086746a	c9e71d94aa2bb2fbeef1d093fc64b025fab748236c589770c25835a52d94b8a2
allS_2	6eef5d7f298b55acaa0782346ebfe7979d0e05600a9d25c0fa87d37477839ac8	6eef5d7f298b55acaa0782346ebfe7979d0e05600a9d25c0fa87d37477839ac8	c969d0bb1cd2a3d793dfac6723c02856a2297a16d40beb0cd1f1b93f315eb4cf	6eef5d7f298b55acaa0782346ebfe7979d0e05600a9d25c0fa87d37477839ac8	51edb23a3729baa4af31368fdc0c12bacefbb03d83a99eb3503aa0b6ab7cc929	c969d0bb1cd2a3d793dfac6723c02856a2297a16d40beb0cd1f1b93f315eb4cf	51edb23a3729baa4af31368fdc0c12bacefbb03d83a99eb3503aa0b6ab7cc929	c969d0bb1cd2a3d793dfac6723c02856a2297a16d40beb0cd1f1b93f315eb4cf	51edb23a3729baa4af31368fdc0c12bacefbb03d83a99eb3503aa0b6ab7cc929	c969d0bb1cd2a3d793dfac6723c02856a2297a16d40beb0cd1f1b93f315eb4cf
